name,R2,R2_std,RMSE,rho,slope,time_s
GP_baseline,-0.05069718208656979,0.042585967857138106,25.203197436805596,0.14803750477448094,0.018822070928046962,232.9
GP_subsample_0.30,0.0010818803069067352,0.048753921822261195,24.574169405881083,0.14850053474488295,0.032216521122137076,231.8
GP_subsample_0.50,-0.009217009171419977,0.022812531550741418,24.715095123694606,0.1436045760053697,0.026054844128947742,231.7
GP_sample_weight,-0.08739015350771182,0.04145987533068185,25.60997139693681,0.1324233438098899,0.01089176420923909,229.8
Nechad_2010_published,-181.82640838807623,134.1295788225638,299.4810303829206,-0.10561161165885354,-1.3155051010286825,0.0
Nechad_2010_recalibrated,-3.575740326318577,2.5326539700025736,49.1440258120675,-0.10518259812458515,-0.11205759037086509,0.2
RandomForest,0.22506617976392768,0.2017257992903843,21.557733838233954,0.356894367979654,0.2423582970828566,1.7
HistGradientBoosting,0.20313203036700206,0.20239405930073803,21.8468272308728,0.3439906636712185,0.27709460205650915,8.8
