R2_mean,R2_std,RMSE_mean,RMSE_std,rho_mean,slope_mean,sigma_mean,n_folds,n_seeds
-0.8170665254214557,1.2576670151970075,30.564711739008267,3.269757898863465,0.06729551194662728,0.08513030659046664,2.3875468969345093,2,2
