repeat,fold,n_train,n_test,R2,RMSE,rho,slope,intercept,sigma_mean
0,0,281,282,0.072238349498993,28.252643755883636,0.11694632595368204,0.051664137193214055,11.874056126721673,1.5453705787658691
0,1,282,281,-1.7063714003419044,32.8767797221329,0.017644697939572507,0.11859647598771923,16.835286986730456,3.2297232151031494
