timestamp,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8
1778043453.356096,"{'RXSA': np.float64(17.1651), 'centroid': (np.float64(506.8581409770936), np.float64(511.4884894231483)), 'TSA': np.float64(4.9358), 'SCWA': np.float64(1.6533), 'TCA': np.float64(12.2293), 'CCWA': np.float64(4.3171), 'XSCWA': np.float64(5.7159), '#CC': 378, 'CSic': np.float64(0.010478), 'CSmc': np.float64(0.010295), 'CSoc': np.float64(0.007494), '#CF': np.float64(10.9), '#Lac': 21, 'AA': np.float64(4.1056), '%A': np.float64(33.57), 'CCA': np.float64(8.1237), '%CCA': np.float64(47.33), 'XVA': np.float64(1.0113), 'TSA:RXSA': np.float64(0.2875), 'TSA:TCA': np.float64(0.4036)}",,,,,,,
