x,y,z
2,92,0.4664898042862273
2,93,0.4660305361694378
2,94,0.424823282507018
2,95,0.3454870998478435
2,96,0.23633122094229217
2,97,0.10925516226973477
2,98,-0.02365361606762391
2,99,-0.15325630555335407
3,0,0.28778683368549257
3,1,0.2873213040692772
3,2,0.28481226120757386
3,3,0.27990806615454533
3,4,0.2734271569269224
3,5,0.2667375596430934
3,6,0.26126979533215483
3,7,0.2581642803196681
3,8,0.25805215659296343
3,9,0.26097030695687795
3,10,0.2664102118840699
3,11,0.27350066521470223
3,12,0.28132446878904577
3,13,0.2909776080189282
3,14,0.3114471529884607
3,15,0.34421695897801313
3,16,0.3816388017190593
3,17,0.4124891579257198
3,18,0.42621189437694357
3,19,0.4158177367109024
3,20,0.3794401405261544
3,21,0.3205474618608181
3,22,0.24681202746751096
3,23,0.16763522998961136
3,24,0.09032875954499858
3,25,0.015617705272405101
3,26,-0.055538740807479066
3,27,-0.11524736575587036
3,28,-0.15470933367079734
3,29,-0.16735975832446096
3,30,-0.15084264334043862
3,31,-0.10793567563799103
3,32,-0.04642365308099742
3,33,0.022077723178741765
3,34,0.08435017696446327
3,35,0.12885016447220193
3,36,0.15003887267167806
3,37,0.15387645131840494
3,38,0.16239119848829356
3,39,0.19292504876507333
3,40,0.24629956233779132
3,41,0.3127356494867448
3,42,0.3774197176319737
3,43,0.4249661133130986
3,44,0.44277601349364193
3,45,0.4232940356445091
3,46,0.36516097121088664
3,47,0.2732643922514368
3,48,0.15768301409948282
3,49,0.03149005414697326
3,50,-0.09823433143992623
3,51,-0.23251554896615922
3,52,-0.36553288712198767
3,53,-0.4875697167888306
3,54,-0.5890800818831414
3,55,-0.6635303050341905
3,56,-0.7089957214020303
3,57,-0.7285282372711862
3,58,-0.7292838715909362
3,59,-0.7204160101630169
3,60,-0.7097328971645687
3,61,-0.6991186778145975
3,62,-0.6768069482496084
3,63,-0.6221790883493556
3,64,-0.5313948261646195
3,65,-0.41474398391073464
3,66,-0.28976229386735797
3,67,-0.1756766421124935
3,68,-0.08915707003189374
3,69,-0.04139756464668071
3,70,-0.03650766811357393
3,71,-0.07122820993965621
3,72,-0.1359599426770896
3,73,-0.21711934530811722
3,74,-0.3012667097329591
3,75,-0.37912147309236227
3,76,-0.44036020693160804
3,77,-0.47479251821528523
3,78,-0.4754928111729867
3,79,-0.44075830105674696
3,80,-0.3748808768949206
3,81,-0.2877321098959902
3,82,-0.19316790916883061
3,83,-0.10624125385158749
3,84,-0.039238312301874405
3,85,0.003477905628873881
3,86,0.03194241531525233
3,87,0.07009042687481203
3,88,0.13075057243492216
3,89,0.21120981076919546
3,90,0.299538021247643
3,91,0.37993999688305763
3,92,0.4370113511811615
3,93,0.4588864912656375
3,94,0.4392863855122685
3,95,0.3784659541442537
3,96,0.2830553530878592
3,97,0.16480209877954446
3,98,0.03811791561968249
3,99,-0.08483745885813603
4,0,0.29522678161284366
4,1,0.2942778127765757
4,2,0.28916143008958006
4,3,0.27915557116190476
4,4,0.26592208940554274
4,5,0.2522434922365728
4,6,0.24103230324682268
4,7,0.23461237930812792
4,8,0.2342731775871777
4,9,0.24009608042171476
4,10,0.251053155463534
4,11,0.26537874564851766
4,12,0.2812128082417507
4,13,0.2987241292510434
4,14,0.3242285030218994
4,15,0.3571167113923752
4,16,0.38930778328705196
4,17,0.4104212505646605
4,18,0.4116307663962145
4,19,0.38817405733073984
4,20,0.3405202383361779
4,21,0.27419414771960354
4,22,0.19825710150900458
4,23,0.12244524239993973
4,24,0.052963879293934514
4,25,-0.0120750110833978
4,26,-0.07210512006814827
4,27,-0.11898801124504758
4,28,-0.14546730905390093
4,29,-0.14724507740183973
4,30,-0.12408170671837025
4,31,-0.08012116025226113
4,32,-0.023441434866704063
4,33,0.0351692318686706
4,34,0.08421139468951827
4,35,0.11424731852360138
4,36,0.12144956963987236
4,37,0.11207815499716968
4,38,0.10781210108699396
4,39,0.1274335645575826
4,40,0.17389755284549774
4,41,0.2393055017887308
4,42,0.30986253045431744
4,43,0.3700074746952328
4,44,0.4057152105249682
4,45,0.40697286270553273
4,46,0.3694279857894674
4,47,0.2952107933458166
4,48,0.19292612951702903
4,49,0.07675913819822741
4,50,-0.04487777035802775
4,51,-0.17642882831886103
4,52,-0.3146622699730888
4,53,-0.45069102910208714
4,54,-0.5741480697674649
4,55,-0.6762778944351087
4,56,-0.7519185915975402
4,57,-0.8003979678479058
4,58,-0.8253248426689783
4,59,-0.8332871368867868
4,60,-0.8314533581398745
4,61,-0.8240752875506849
4,62,-0.8038958301298941
4,63,-0.7506157193827661
4,64,-0.6598334471540117
4,65,-0.5417155270072597
4,66,-0.41400715124405507
4,67,-0.2963736824501394
4,68,-0.20604999214645678
4,69,-0.15481869547583743
4,70,-0.14730141374187922
4,71,-0.18057428403461606
4,72,-0.24509728582886117
4,73,-0.32697265232094774
4,74,-0.41174189514492815
4,75,-0.4878116336789758
4,76,-0.5438046720019879
4,77,-0.5700452608669773
4,78,-0.5609812172269107
4,79,-0.516565674187456
4,80,-0.4425904329435362
4,81,-0.3499692355299855
4,82,-0.2529777345295172
4,83,-0.1664389233486269
4,84,-0.10186799964028305
4,85,-0.06256324682532312
4,86,-0.03752607097429669
4,87,-0.0021112975953616795
4,88,0.05795363816548673
4,89,0.14180845761749722
4,90,0.23898390088534466
4,91,0.33421907702905845
4,92,0.4114621690911268
4,93,0.4570381652543058
4,94,0.4619946652710311
4,95,0.42362381938413124
4,96,0.3461556221290062
4,97,0.24062823925373808
4,98,0.12374116692357012
4,99,0.010596770781194545
5,0,0.26002682765435325
5,1,0.2584495988359703
5,2,0.24994257132290806
5,3,0.23329519999603562
5,4,0.2112563002580831
5,5,0.18843864153948742
5,6,0.16967508926420152
5,7,0.1588266383713256
5,8,0.15804201245149443
5,9,0.16746872556926326
5,10,0.18541603564131579
5,11,0.208969549203393
5,12,0.23505734032759928
5,13,0.2627638234047425
5,14,0.29570323883216654
5,15,0.33116621007612745
5,16,0.36063800712152966
5,17,0.37458488809740503
5,18,0.365915164528029
5,19,0.3320984358344786
5,20,0.2759422897401221
5,21,0.20502724054572183
5,22,0.12979804397911768
5,23,0.06031457512227815
5,24,0.0016578201593446416
5,25,-0.050630445758936125
5,26,-0.09560819853895994
5,27,-0.12435584030967076
5,28,-0.13145887668093006
5,29,-0.11563825486797132
5,30,-0.07965138482479125
5,31,-0.029775784265129508
5,32,0.025125615241717962
5,33,0.074956100840277
5,34,0.11015500835639759
5,35,0.1238846581891792
5,36,0.11463523127912595
5,37,0.08942193145760613
5,38,0.06910376038104207
5,39,0.07322971109721585
5,40,0.10706506989590715
5,41,0.16527934511934297
5,42,0.23595959666267124
5,43,0.3041528320984407
5,44,0.3549389790468662
5,45,0.37603323295637364
5,46,0.35991863803407065
5,47,0.3055093301959686
5,48,0.21933941568262053
5,49,0.11620514357831678
5,50,0.005905060890573433
5,51,-0.11899546500258326
5,52,-0.2578404664479917
5,53,-0.40285897180880104
5,54,-0.5432740056369509
5,55,-0.6685078025174835
5,56,-0.770456815667461
5,57,-0.8448619560226442
5,58,-0.8917532101611055
5,59,-0.9149800450010841
5,60,-0.920827839440188
5,61,-0.915712486040769
5,62,-0.8969948914557895
5,63,-0.8452986484319149
5,64,-0.756022292547261
5,65,-0.6392360989770206
5,66,-0.5126684483256508
5,67,-0.396023438701368
5,68,-0.3066084377801127
5,69,-0.25629173174069453
5,70,-0.2497752777820844
5,71,-0.2841914978699769
5,72,-0.350017714974855
5,73,-0.4333191937142503
5,74,-0.5190297886464299
5,75,-0.5924730940706348
5,76,-0.6406174715243224
5,77,-0.654417953497184
5,78,-0.6302600937343605
5,79,-0.5705338979892929
5,80,-0.4833376636782768
5,81,-0.38130730250014244
5,82,-0.27958119872972437
5,83,-0.19288524964543521
5,84,-0.13175682112484166
5,85,-0.09789020629340006
5,86,-0.07861822884213367
5,87,-0.048996301626251744
5,88,0.0061799760971276005
5,89,0.08818951397746727
5,90,0.188735934101267
5,91,0.2939161554316573
5,92,0.38773146367269523
5,93,0.4551224895258623
5,94,0.48454261633490675
5,95,0.47006386815848816
5,96,0.4130155699021057
5,97,0.3231544414354586
5,98,0.21906305196823686
5,99,0.11827727101844114
6,0,0.19475887897636446
6,1,0.19246670700710294
6,2,0.18009727786191884
6,3,0.15587299474080277
6,4,0.12376535518162604
6,5,0.09045694873529853
6,6,0.06295796574494958
6,7,0.04687714003256367
6,8,0.04534705687389862
6,9,0.05860375764251507
6,10,0.08422136162422075
6,11,0.11800000667742773
6,12,0.15550958760700367
6,13,0.19470274849384034
6,14,0.23672663891973125
6,15,0.2769700848499836
6,16,0.30652688389444044
6,17,0.31663040505836565
6,18,0.3017587091946924
6,19,0.2613988336847056
6,20,0.20046917774999434
6,21,0.1284014122434892
6,22,0.056879606599933574
6,23,-0.0037598350013944436
6,24,-0.049473050477054754
6,25,-0.08700888681723679
6,26,-0.11445432541009845
6,27,-0.12180248661778409
6,28,-0.10565736474143109
6,29,-0.0681940202675468
6,30,-0.01567507840524334
6,31,0.043047341084438466
6,32,0.09804370738069398
6,33,0.13983262860758347
6,34,0.1609215473764842
6,35,0.15736053830165636
6,36,0.13031028609652898
6,37,0.0877965748676091
6,38,0.04926271556072588
6,39,0.03413127254398773
6,40,0.049885550339571275
6,41,0.09423663853322417
6,42,0.15792493098962798
6,43,0.22745562270275363
6,44,0.287767431614669
6,45,0.32483430738004615
6,46,0.3282019647835631
6,47,0.2934565442190088
6,48,0.22462513333080067
6,49,0.13641600284759797
6,50,0.03991384660465441
6,51,-0.07428716684408353
6,52,-0.2076916886767363
6,53,-0.3538439199938577
6,54,-0.5021559912074439
6,55,-0.6410356367572098
6,56,-0.7602881405999213
6,57,-0.8528160159398379
6,58,-0.9155989213114569
6,59,-0.9499609322536354
6,60,-0.9611283593665765
6,61,-0.957070564642783
6,62,-0.9391131332428915
6,63,-0.8892417484735965
6,64,-0.8030293072285317
6,65,-0.6904784261795052
6,66,-0.5690655163321616
6,67,-0.45811823101827825
6,68,-0.3745054614060582
6,69,-0.32965912720610674
6,70,-0.3279121174019227
6,71,-0.36616445797914154
6,72,-0.4348665560381117
6,73,-0.5203344792692565
6,74,-0.6074003028442859
6,75,-0.6779812967556201
6,76,-0.7170577192764493
6,77,-0.7162846556870648
6,78,-0.6743048873886347
6,79,-0.5963843868626568
6,80,-0.49337815813291297
6,81,-0.3800203842428095
6,82,-0.2725510273415094
6,83,-0.1856619152886318
6,84,-0.12878109069839896
6,85,-0.10167951135277277
6,86,-0.08964633330415193
6,87,-0.06810256806634386
6,88,-0.021660994659763694
6,89,0.05312393351213437
6,90,0.15065402639198125
6,91,0.25915304827557406
6,92,0.363479149619903
6,93,0.44786837947051117
6,94,0.4986204226905572
6,95,0.5067244498076976
6,96,0.4704210995668262
6,97,0.3977029272405108
6,98,0.3083284116306115
6,99,0.22140884982025213
7,0,0.11576063716085853
7,1,0.11273872603180127
7,2,0.09642146438561691
7,3,0.06443563243376366
7,4,0.02197928254376185
7,5,-0.022171692845809745
7,6,-0.05879719508779069
7,7,-0.0805069458134602
7,8,-0.08315500253981335
7,9,-0.06639496711025843
7,10,-0.033374898423791904
7,11,0.010426483729001528
7,12,0.05922387767537653
7,13,0.10990812515369414
7,14,0.16160670980680597
7,15,0.20816648188114328
7,16,0.24036522196826754
7,17,0.2500589494382637
7,18,0.23299722124253816
7,19,0.19029774076079015
7,20,0.12858104865783856
7,21,0.058765926188945695
7,22,-0.006477078347922917
7,23,-0.05660995898698884
7,24,-0.0884548814695716
7,25,-0.11059817670000593
7,26,-0.11984375235904249
7,27,-0.10507469362157394
7,28,-0.06493867100475867
7,29,-0.005110755914908927
7,30,0.064592182785504
7,31,0.13270249624086364
7,32,0.18820022422710353
7,33,0.2222166004009765
7,34,0.22934438256106252
7,35,0.20855467769075148
7,36,0.16371892799804855
7,37,0.10388748759824812
7,38,0.04648819370076402
7,39,0.009883334035571671
7,40,0.0034412704963600093
7,41,0.028089811214252594
7,42,0.07775838773262433
7,43,0.14116029807556313
7,44,0.20391730828722787
7,45,0.2510248500551707
7,46,0.26965859201222314
7,47,0.2523235536552586
7,48,0.20033986492075637
7,49,0.12757173783737796
7,50,0.04616120619239238
7,51,-0.053865080609240196
7,52,-0.17544299383254902
7,53,-0.3135060369284296
7,54,-0.45832189272015056
7,55,-0.5983341320098939
7,56,-0.7224841233815916
7,57,-0.8220381901977594
7,58,-0.8919006041421101
7,59,-0.9314200320360146
7,60,-0.9446940677229045
7,61,-0.9403618649311234
7,62,-0.9224545941458102
7,63,-0.8745160055883203
7,64,-0.7926116818057385
7,65,-0.6867005976766144
7,66,-0.5738079245329025
7,67,-0.47253302612658865
7,68,-0.3988728498099421
7,69,-0.36337862253323083
7,70,-0.3696325052309871
7,71,-0.4140538122808722
7,72,-0.4870250521127486
7,73,-0.5753528508761654
7,74,-0.6642672063200419
7,75,-0.732454351804315
7,76,-0.762900609708305
7,77,-0.747972028551218
7,78,-0.6885883797117253
7,79,-0.592911570578372
7,80,-0.4745680649043606
7,81,-0.3503950518005275
7,82,-0.2377259742280929
7,83,-0.15119599776557052
7,84,-0.0990877909664591
7,85,-0.0792012602126427
7,86,-0.07479553197828871
7,87,-0.062439710872610174
7,88,-0.027398777556044553
7,89,0.03571077222808707
7,90,0.12422982977807515
7,91,0.2290730280462195
7,92,0.3367014441877285
7,93,0.43143652380743774
7,94,0.4981279428946213
7,95,0.5251691459464689
7,96,0.507862670319762
7,97,0.4521317572329871
7,98,0.3780485094126701
7,99,0.30527197648074744
8,0,0.040297389176675615
8,1,0.036604506919762365
8,2,0.01664915542533897
8,3,-0.022513692942359536
8,4,-0.07458925417049192
8,5,-0.12890469098158544
8,6,-0.1742258098085475
8,7,-0.2015274912365094
8,8,-0.20571900757132838
8,9,-0.18632364427178735
8,10,-0.1471125394715276
8,11,-0.09469283594207613
8,12,-0.03605073304862524
8,13,0.024817249261090798
8,14,0.08558587958745158
8,15,0.13900635942787232
8,16,0.17563365220136715
8,17,0.18776771758731203
8,18,0.17205927954283323
8,19,0.13077823453854995
8,20,0.07174221900074113
8,21,0.006908235119944364
8,22,-0.050377185261954456
8,23,-0.08946277701961405
8,24,-0.10782051551293469
8,25,-0.11534353552513385
8,26,-0.10759032392376913
8,27,-0.07259920383722471
8,28,-0.010931891805772401
8,29,0.06858758981604579
8,30,0.15300474766957245
8,31,0.2286031068030096
8,32,0.2835104868995484
8,33,0.30954139273034087
8,34,0.3032776974910187
8,35,0.2663852345055384
8,36,0.2051678240739263
8,37,0.12947309789110678
8,38,0.05423466775719863
8,39,-0.004021045404689065
8,40,-0.0345436158690186
8,41,-0.03334476388563056
8,42,-0.0031177884627097275
8,43,0.04755328761919155
8,44,0.1056954655365674
8,45,0.15615814170917555
8,46,0.18453592614393902
8,47,0.1808017394343065
8,48,0.14364699681945242
8,49,0.08543370799661108
8,50,0.019056440343976203
8,51,-0.06452447710643858
8,52,-0.16878032957364764
8,53,-0.28996595556923027
8,54,-0.4198001189648988
8,55,-0.5478363228213294
8,56,-0.6635037494147079
8,57,-0.7578396026929437
8,58,-0.8248944632235123
8,59,-0.8628195932800512
8,60,-0.8746395200975421
8,61,-0.8686994328723809
8,62,-0.8501412406234691
8,63,-0.8039851036723927
8,64,-0.7269842372867426
8,65,-0.6290694824846347
8,66,-0.5266927317273051
8,67,-0.4375074677932022
8,68,-0.37636974137483115
8,69,-0.3526731053751932
8,70,-0.3690083452443865
8,71,-0.42115421539141407
8,72,-0.49939218251567774
8,73,-0.591158007643282
8,74,-0.6824673437305542
8,75,-0.7494168052132535
8,76,-0.7733245480949029
8,77,-0.747219962428401
8,78,-0.6740151772453379
8,79,-0.5643639708482215
8,80,-0.43423783287658707
8,81,-0.30220586602766103
8,82,-0.18643652280938167
8,83,-0.1014009260927024
8,84,-0.05429778881784883
8,85,-0.04118445494259258
8,86,-0.04368679885764996
8,87,-0.04025509403466364
8,88,-0.01755162190662453
8,89,0.03130749712912457
8,90,0.10650705879091199
8,91,0.20189184188392062
8,92,0.30605306851323144
8,93,0.4041289754402878
8,94,0.4803300853787271
8,95,0.5211861804295123
8,96,0.5195136910458921
8,97,0.47910066998735407
8,98,0.41949929251577206
8,99,0.3599363760899783
9,0,-0.01627621022666107
9,1,-0.020518438273781886
9,2,-0.043463756528445245
9,3,-0.08855969725448062
9,4,-0.14865710556413858
9,5,-0.21156980409919804
9,6,-0.26443965797298746
9,7,-0.29690774546417986
9,8,-0.3030915336779528
9,9,-0.2823669140920844
9,10,-0.23895689924124536
9,11,-0.18032562531084256
9,12,-0.11437844118349534
9,13,-0.04575073917284014
9,14,0.022357050383607108
9,15,0.0820457478956408
9,16,0.12374110688179481
9,17,0.14000746167990755
9,18,0.128027900936644
9,19,0.09074671034297416
9,20,0.036675008830078216
9,21,-0.021639904986183903
9,22,-0.07048370050313268
9,23,-0.09917893438138899
9,24,-0.10562969406040681
9,25,-0.10053462620364835
9,26,-0.07859772028716497
9,27,-0.027523074752694533
9,28,0.05047576099092883
9,29,0.14411420760537663
9,30,0.23811363823911974
9,31,0.3172209073412033
9,32,0.36917244799372195
9,33,0.38659928164774837
9,34,0.367877707150805
9,35,0.3169212817275828
9,36,0.24191635834657738
9,37,0.15307746683687676
9,38,0.0625903513981801
9,39,-0.015310081236572912
9,40,-0.06906538939791683
9,41,-0.09209408209065399
9,42,-0.08391917136905468
9,43,-0.05029202029236676
9,44,-0.0023104839066020004
9,45,0.04546561793665679
9,46,0.07790488966439568
9,47,0.08319873010703643
9,48,0.05775708283659291
9,49,0.01201735167995225
9,50,-0.040693553387607904
9,51,-0.10717495492213214
9,52,-0.19054264258490816
9,53,-0.2881699859859742
9,54,-0.3936281835812852
9,55,-0.49846558352941334
9,56,-0.5938087662495244
9,57,-0.6718039930535814
9,58,-0.7268827495316653
9,59,-0.7568604071115024
9,60,-0.7638678655538549
9,61,-0.7551113044225788
9,62,-0.7352307521141046
9,63,-0.6903719978440591
9,64,-0.6180082778496243
9,65,-0.5280455243895563
9,66,-0.4363427259712411
9,67,-0.3595714593343998
9,68,-0.3113990852586219
9,69,-0.30000933202908164
9,70,-0.3269518950214813
9,71,-0.38732513524694157
9,72,-0.47128638732309636
9,73,-0.5669033605386489
9,74,-0.6611704917163372
9,75,-0.7285937685802456
9,76,-0.7494295683792065
9,77,-0.7172742813826182
9,78,-0.6364906459137083
9,79,-0.5194616434040894
9,80,-0.38370399862283283
9,81,-0.24882984283316364
9,82,-0.1333733515738672
9,83,-0.051462847777125995
9,84,-0.009358358773095094
9,85,-0.001838483984965396
9,86,-0.009601956832949104
9,87,-0.013513764268759667
9,88,-0.0021332557303344354
9,89,0.03235924032994073
9,90,0.09256800897801715
9,91,0.17512039795117193
9,92,0.2709286471080887
9,93,0.36646439237903505
9,94,0.44605415718755903
9,95,0.49519426744308936
9,96,0.5048831915710602
9,97,0.4769689467965302
9,98,0.429848127218846
9,99,0.3815856904800939
10,0,-0.043355196709975445
10,1,-0.04798515095424752
10,2,-0.07305667927815124
10,3,-0.12241993908034222
10,4,-0.18838386628560616
10,5,-0.25774925441389
10,6,-0.31654720431257044
10,7,-0.353483978128234
10,8,-0.3620921846101004
10,9,-0.3415868890520654
10,10,-0.2964289208834302
10,11,-0.2345939379057094
10,12,-0.1645463379714907
10,13,-0.09128025871322623
10,14,-0.01838720828325527
10,15,0.045949297323810576
10,16,0.09210171597351562
10,17,0.11275244128876277
10,18,0.10531356553597092
10,19,0.07301205108429841
10,20,0.02463904956065076
10,21,-0.02703458130176986
10,22,-0.0681801892157329
10,23,-0.0881652399454466
10,24,-0.0851468369715471
10,25,-0.07024764197477908
10,26,-0.03799121460767074
10,27,0.023589928898806442
10,28,0.11097773507136509
10,29,0.21132802444739646
10,30,0.3081001499556525
10,31,0.3854333732998668
10,32,0.4312715976280408
10,33,0.4392342349417082
10,34,0.40923499663234325
10,35,0.34684819542988127
10,36,0.26142123784429505
10,37,0.16298084303148386
10,38,0.060979627846567255
10,39,-0.03269215696362484
10,40,-0.10621052961741859
10,41,-0.15109336063936582
10,42,-0.1642577771993214
10,43,-0.14887850532191857
10,44,-0.11404415431072455
