GLORIA_ID,lat,lon,label,Date_Time_UTC,Water_body_type,Country,Bleu,Vert,Rouge,NIR
GID_331,-21.8136944444,-48.991,40.5,2014-09-18T13:37,1,Brazil,0.006537422428446,0.018263115781948,0.0069572837174543,0.0046961233549413
GID_332,-21.8509444444,-48.9411388889,18.8,2014-09-18T14:39,1,Brazil,0.0062324523408394,0.0152094990956928,0.0064662076025119,0.0014234765128036
GID_333,-21.9105277778,-48.8918055556,23.5,2014-09-18T15:30,1,Brazil,0.005217650613265,0.0101214024622305,0.0051308641241117,0.0011063658500955
GID_612,-32.766686,-56.398222,12.4,2019-11-12T13:59,1,Uruguay,0.0104156129637998,0.0143843432749641,0.0159205420770922,0.0047337811330172
GID_613,-32.730417,-56.425556,13.4,2019-11-12T14:43,1,Uruguay,0.0076462852364321,0.0109997671307731,0.0119519110947029,0.002500007480933
GID_614,-32.703056,-56.413056,13.5,2019-11-12T15:27,1,Uruguay,0.0105000310314784,0.0147077835161153,0.0154535988266857,0.003766456153957
GID_615,-32.690556,-56.418056,15.0,2019-11-12T16:57,1,Uruguay,0.0073464517755653,0.0108293169275687,0.0116154247394121,0.0022487558784146
GID_616,-32.675556,-56.431667,14.7,2019-11-12T17:25,1,Uruguay,0.0073252434521334,0.0105158365370412,0.0107788924164703,0.0022139664691736
GID_617,-32.66401,-56.3264,10.7,2019-11-12T18:15,1,Uruguay,0.0060812056042807,0.0090541173335957,0.0085995784593712,0.0018119766433557
GID_618,-32.639292,-56.396217,14.2,2019-11-12T18:57,1,Uruguay,0.0087466915609019,0.0122639473092461,0.013201150989357,0.0026758615387562
GID_619,-32.836667,-56.335278,13.9,2019-11-13T12:41,1,Uruguay,0.0070421464496108,0.0101365052710128,0.0116416439062546,0.0024765875262142
GID_620,-32.802778,-56.3375,1.9,2019-11-13T13:03,1,Uruguay,0.0066759639904496,0.0096572685329588,0.0110638216629309,0.0020956477081174
GID_621,-32.810833,-56.342222,11.3,2019-11-13T13:41,1,Uruguay,0.0069694842600884,0.0098646303401659,0.0113139332785249,0.0023640074554269
GID_622,-32.809444,-56.374167,11.7,2019-11-13T14:09,1,Uruguay,0.006569902107923,0.0091602736397899,0.0102947163232978,0.0021768637887436
GID_623,-33.046222,-57.378333,18.8,2020-01-08T13:02,1,Uruguay,0.0081008764817563,0.0115477457202739,0.0116588038946505,0.0024672122268914
GID_624,-33.057194,-57.395528,12.7,2020-01-08T13:37,1,Uruguay,0.0077853708821405,0.0110096474332901,0.0113310385175317,0.0023147306772883
GID_625,-33.06625,-57.412083,12.4,2020-01-08T14:05,1,Uruguay,0.0083094191832495,0.0116176967504696,0.0119819884382394,0.0024519276701647
GID_626,-33.084889,-57.411583,13.5,2020-01-08T14:25,1,Uruguay,0.0077504624840847,0.0109254074167335,0.0111539811459957,0.0022849290491491
GID_627,-33.114722,-57.414972,12.3,2020-01-08T14:54,1,Uruguay,0.0082611483036117,0.0115770446128689,0.0117391207953643,0.0026624606220804
GID_628,-33.086083,-57.460583,12.2,2020-01-08T17:15,1,Uruguay,0.0077505994610366,0.0112575640323205,0.0116946758143841,0.0022740101251759
GID_629,-33.115194,-57.455194,12.2,2020-01-08T17:40,1,Uruguay,0.0076212072498016,0.0110301791013051,0.0116445257687844,0.0020639217022276
GID_630,-33.068278,-57.448028,12.3,2020-01-08T18:28,1,Uruguay,0.0071369838978449,0.0104970752833687,0.0112232221078295,0.0019249298218659
GID_631,-33.109278,-57.340556,15.8,2020-01-09T16:15,1,Uruguay,0.008683805386449,0.0123101974272673,0.0131344778026093,0.0029856607765761
GID_632,-33.073139,-57.304833,14.5,2020-01-09T16:48,1,Uruguay,0.0073999582380178,0.0105991712413494,0.0115242859811064,0.0021070601216111
GID_633,-33.063556,-57.322806,13.4,2020-01-09T17:17,1,Uruguay,0.0078732485244269,0.0110840935241111,0.0118800582230541,0.0021350252357582
GID_634,-33.053556,-57.365472,13.4,2020-01-09T17:50,1,Uruguay,0.008532776871428,0.0118020385893919,0.0119309246634953,0.0024682871235512
